date,open,high,low,close,volume,Name
2015-02-24,61.73,61.87,60.0,60.7,3580870,STX
2017-04-20,123.35,123.8,122.33,123.27,2972267,CELG
2013-12-17,54.55,54.71,53.815,54.43,2253995,BEN
2015-12-08,29.83,29.96,29.35,29.5,2656082,FOX
2015-04-01,52.5,52.64,51.65,52.01,2970824,ROST
2015-06-05,54.87,54.92,54.14,54.42,2454862,GIS
2014-10-20,20.27,20.51,20.0,20.44,3731539,ETFC
2013-05-13,34.05,34.11,33.74,33.99,3473118,ADM
2014-08-01,50.04,50.27,49.55,50.19,1202628,NUE
2016-09-13,64.52,64.9,63.5635,63.81,3845791,AEP
2017-10-25,66.76,66.95,65.73,66.755,1113552,WEC
2016-06-10,11.6,11.62,11.31,11.51,6729849,NWSA
2015-05-14,88.7,90.7,88.34,90.48,946411,ANSS
2014-02-13,70.75,71.54,70.63,71.43,2270104,DUK
2013-07-16,68.44,69.6893,67.91,68.08,770081,UHS
2014-08-05,61.68,61.99,61.29,61.4,1653303,K
2015-08-14,166.57,168.2,166.2,168.07,184309,SNA
2015-06-02,29.47,30.07,29.24,30.04,2236536,PWR
2014-08-08,63.3,64.481,62.92,64.4,456202,CTAS
2017-02-10,188.78,191.0,188.31,190.86,1188336,FDX
2017-10-20,57.34,58.37,57.29,57.86,7758334,PCG
2016-03-23,91.36,92.27,89.98,90.62,1924525,ANDV
2016-11-17,69.59,69.92,68.92,69.25,558792,MAC
2013-05-14,13.57,13.66,13.56,13.6,4505926,PBCT
2013-03-01,44.11,44.29,43.43,43.63,1153252,RMD
2015-03-12,46.9,47.21,46.62,47.18,1944184,NUE
2014-08-18,37.01,37.41,36.98,37.4,539238,XYL
2016-09-12,51.0,52.53,50.1,52.31,6534528,WDC
2017-10-13,125.35,128.09,125.27,127.77,1817960,RCL
2014-05-06,39.15,39.5,39.11,39.17,4824777,MAT
2016-12-09,118.94,118.94,116.92,118.57,1029760,AMP
2016-03-09,99.42,100.6,99.11,100.52,5153545,CVS
2013-02-20,83.27,83.76,82.1,82.16,636968,SLG
2015-12-30,39.03,39.19,38.915,38.99,1573871,PEG
2015-10-26,29.32,29.49,28.88,28.95,20354775,CSCO
2015-06-08,65.39,65.535,64.83,65.34,3079347,CL
2017-04-27,42.63,42.69,41.75,42.28,2051014,BEN
2014-08-12,70.17,70.28,69.937,70.03,1963945,YUM
2013-04-05,71.84,73.54,71.25,73.4,647240,JBHT
2016-03-21,27.06,27.14,26.43,26.66,4819987,CSX
2015-06-03,58.67,59.52,58.36,59.37,490658,RJF
2013-11-25,44.27,44.55,43.94,44.37,2603600,XLNX
2017-03-16,93.97,94.09,92.641,92.85,3717911,CAT
2016-11-01,37.56,37.78,36.36,36.68,3127208,VIAB
2013-08-06,42.81,43.1,42.34,42.34,2986677,HCP
2016-07-13,56.8,57.26,56.35,56.48,12183638,SBUX
2015-08-12,96.94,97.21,94.78,96.07,2607884,PNC
2013-12-27,34.13,34.13,33.6535,33.82,552192,SEE
2016-02-02,188.09,188.42,184.93,186.11,1450893,SPG
2013-04-02,40.91,41.2,40.49,40.69,1992304,LRCX
